,Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount,Tiers
1898,T5_MAIN_FIRESTAFF_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_FIRESTAFF_KEEPER@3,Expert's Wildfire Staff 3,,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Expert's Wildfire Orb,1.0,,,,,,,3
1899,T5_MAIN_FIRESTAFF_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_FIRESTAFF_KEEPER@4,Expert's Wildfire Staff 4,,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_FIRESTAFF_KEEPER,Expert's Wildfire Orb,1.0,,,,,,,4
1900,T5_MAIN_FROSTSTAFF,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF,Adept's Frost Staff ,,2251,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL4,Pristine Pine Planks,16.0,https://render.albiononline.com/v1/item/T4_METALBAR_LEVEL4,Pristine Steel Bar,8.0,,,,,,,,,,
1901,T5_MAIN_FROSTSTAFF@1,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF@1,Expert's Frost Staff 1,,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,8.0,,,,,,,,,,1
1902,T5_MAIN_FROSTSTAFF@2,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF@2,Expert's Frost Staff 2,,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,8.0,,,,,,,,,,2
1903,T5_MAIN_FROSTSTAFF@3,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF@3,Expert's Frost Staff 3,,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,8.0,,,,,,,,,,3
1904,T5_MAIN_FROSTSTAFF@4,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF@4,Expert's Frost Staff 4,,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,8.0,,,,,,,,,,4
1905,T5_MAIN_FROSTSTAFF_KEEPER,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF_KEEPER,Expert's Hoarfrost Staff ,,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Expert's Hoarfrost Orb,1.0,,,,,,,
1906,T5_MAIN_FROSTSTAFF_KEEPER@1,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF_KEEPER@1,Expert's Hoarfrost Staff 1,,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Expert's Hoarfrost Orb,1.0,,,,,,,1
1907,T5_MAIN_FROSTSTAFF_KEEPER@2,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF_KEEPER@2,Expert's Hoarfrost Staff 2,,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Expert's Hoarfrost Orb,1.0,,,,,,,2
1908,T5_MAIN_FROSTSTAFF_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF_KEEPER@3,Expert's Hoarfrost Staff 3,,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Expert's Hoarfrost Orb,1.0,,,,,,,3
1909,T5_MAIN_FROSTSTAFF_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_FROSTSTAFF_KEEPER@4,Expert's Hoarfrost Staff 4,,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_FROSTSTAFF_KEEPER,Expert's Hoarfrost Orb,1.0,,,,,,,4
1910,T5_MAIN_HAMMER,https://render.albiononline.com/v1/item/T5_MAIN_HAMMER,Expert's Hammer ,,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,24.0,,,,,,,,,,,,,
1911,T5_MAIN_HAMMER@1,https://render.albiononline.com/v1/item/T5_MAIN_HAMMER@1,Expert's Hammer 1,,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,24.0,,,,,,,,,,,,,1
1912,T5_MAIN_HAMMER@2,https://render.albiononline.com/v1/item/T5_MAIN_HAMMER@2,Expert's Hammer 2,,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,24.0,,,,,,,,,,,,,2
1913,T5_MAIN_HAMMER@3,https://render.albiononline.com/v1/item/T5_MAIN_HAMMER@3,Expert's Hammer 3,,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,24.0,,,,,,,,,,,,,3
1914,T5_MAIN_HAMMER@4,https://render.albiononline.com/v1/item/T5_MAIN_HAMMER@4,Expert's Hammer 4,,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,24.0,,,,,,,,,,,,,4
1915,T5_MAIN_HOLYSTAFF,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF,Expert's Holy Staff ,,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,,,,,,,,,,
1916,T5_MAIN_HOLYSTAFF@1,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF@1,Expert's Holy Staff 1,,3939,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,,,,,,,,,,1
1917,T5_MAIN_HOLYSTAFF@2,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF@2,Expert's Holy Staff 2,,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8.0,,,,,,,,,,2
1918,T5_MAIN_HOLYSTAFF@3,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF@3,Expert's Holy Staff 3,,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,,,,,,,,,,3
1919,T5_MAIN_HOLYSTAFF@4,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF@4,Expert's Holy Staff 4,,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8.0,,,,,,,,,,4
1920,T5_MAIN_HOLYSTAFF_MORGANA,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF_MORGANA,Expert's Lifetouch Staff ,,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Expert's Possessed Scroll,1.0,,,,,,,
1921,T5_MAIN_HOLYSTAFF_MORGANA@1,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF_MORGANA@1,Expert's Lifetouch Staff 1,,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Expert's Possessed Scroll,1.0,,,,,,,1
1922,T5_MAIN_HOLYSTAFF_MORGANA@2,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF_MORGANA@2,Expert's Lifetouch Staff 2,,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Expert's Possessed Scroll,1.0,,,,,,,2
1923,T5_MAIN_HOLYSTAFF_MORGANA@3,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF_MORGANA@3,Expert's Lifetouch Staff 3,,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Expert's Possessed Scroll,1.0,,,,,,,3
1924,T5_MAIN_HOLYSTAFF_MORGANA@4,https://render.albiononline.com/v1/item/T5_MAIN_HOLYSTAFF_MORGANA@4,Expert's Lifetouch Staff 4,,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_HOLYSTAFF_MORGANA,Expert's Possessed Scroll,1.0,,,,,,,4
1925,T5_MAIN_MACE,https://render.albiononline.com/v1/item/T5_MAIN_MACE,Expert's Mace ,,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,,,,,,,,,,
1926,T5_MAIN_MACE,https://render.albiononline.com/v1/item/T5_MAIN_MACE,Expert's Mace ,,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,,,,,,,,,,
1927,T5_MAIN_MACE@1,https://render.albiononline.com/v1/item/T5_MAIN_MACE@1,Expert's Mace 1,,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,,,,,,,,,,1
1928,T5_MAIN_MACE@1,https://render.albiononline.com/v1/item/T5_MAIN_MACE@1,Expert's Mace 1,,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,,,,,,,,,,1
1929,T5_MAIN_MACE@2,https://render.albiononline.com/v1/item/T5_MAIN_MACE@2,Expert's Mace 2,,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8.0,,,,,,,,,,2
1930,T5_MAIN_MACE@3,https://render.albiononline.com/v1/item/T5_MAIN_MACE@3,Expert's Mace 3,,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,,,,,,,,,,3
1931,T5_MAIN_MACE@4,https://render.albiononline.com/v1/item/T5_MAIN_MACE@4,Expert's Mace 4,,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,,,,,,,,,,4
1932,T5_MAIN_MACE_HELL,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL,Expert's Incubus Mace ,,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1.0,,,,,,,
1933,T5_MAIN_MACE_HELL@1,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL@1,Expert's Incubus Mace 1,,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1.0,,,,,,,1
1934,T5_MAIN_MACE_HELL@2,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL@2,Expert's Incubus Mace 2,,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1.0,,,,,,,2
1935,T5_MAIN_MACE_HELL@3,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL@3,Expert's Incubus Mace 3,,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1.0,,,,,,,3
1936,T5_MAIN_MACE_HELL@4,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL@4,Expert's Incubus Mace 4,,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1.0,,,,,,,4
1937,T5_MAIN_NATURESTAFF,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF,Expert's Nature Staff ,,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,,,,,,,,,,
1938,T5_MAIN_NATURESTAFF@1,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF@1,Expert's Nature Staff 1,,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,,,,,,,,,,1
1939,T5_MAIN_NATURESTAFF@2,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF@2,Expert's Nature Staff 2,,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8.0,,,,,,,,,,2
1940,T5_MAIN_NATURESTAFF@3,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF@3,Expert's Nature Staff 3,,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,,,,,,,,,,3
1941,T5_MAIN_NATURESTAFF@4,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF@4,Expert's Nature Staff 4,,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8.0,,,,,,,,,,4
1942,T5_MAIN_NATURESTAFF_KEEPER,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Staff ,,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1.0,,,,,,,
1943,T5_MAIN_NATURESTAFF_KEEPER@1,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER@1,Expert's Druidic Staff 1,,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1.0,,,,,,,1
1944,T5_MAIN_NATURESTAFF_KEEPER@2,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER@2,Expert's Druidic Staff 2,,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1.0,,,,,,,2
1945,T5_MAIN_NATURESTAFF_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER@3,Expert's Druidic Staff 3,,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1.0,,,,,,,3
1946,T5_MAIN_NATURESTAFF_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER@4,Expert's Druidic Staff 4,,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1.0,,,,,,,4
1947,T5_MAIN_RAPIER_MORGANA,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA,Expert's Bloodletter ,,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1.0,,,,,,,
1948,T5_MAIN_RAPIER_MORGANA@1,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA@1,Expert's Bloodletter 1,,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1.0,,,,,,,1
1949,T5_MAIN_RAPIER_MORGANA@2,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA@2,Expert's Bloodletter 2,,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1.0,,,,,,,2
1950,T5_MAIN_RAPIER_MORGANA@3,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA@3,Expert's Bloodletter 3,,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1.0,,,,,,,3
1951,T5_MAIN_RAPIER_MORGANA@4,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA@4,Expert's Bloodletter 4,,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1.0,,,,,,,4
1952,T5_MAIN_ROCKMACE_KEEPER,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER,Expert's Bedrock Mace ,,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,
1953,T5_MAIN_ROCKMACE_KEEPER@1,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@1,Expert's Bedrock Mace 1,,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,1
1954,T5_MAIN_ROCKMACE_KEEPER@1,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@1,Expert's Bedrock Mace 1,,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,1
1955,T5_MAIN_ROCKMACE_KEEPER@2,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@2,Expert's Bedrock Mace 2,,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,2
1956,T5_MAIN_ROCKMACE_KEEPER@2,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@2,Expert's Bedrock Mace 2,,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,2
1957,T5_MAIN_ROCKMACE_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@3,Expert's Bedrock Mace 3,,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,3
1958,T5_MAIN_ROCKMACE_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@3,Expert's Bedrock Mace 3,,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,3
1959,T5_MAIN_ROCKMACE_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@3,Expert's Bedrock Mace 3,,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,3
1960,T5_MAIN_ROCKMACE_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@4,Expert's Bedrock Mace 4,,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,4
1961,T5_MAIN_ROCKMACE_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@4,Expert's Bedrock Mace 4,,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16.0,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8.0,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1.0,,,,,,,4
