Category_Name,Product,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount
https://albiononline2d.com/en/item/id/T5_RUNE,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_OFF_DEMONSKULL_HELL,Crafting Requirements (3),750
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_UNDEAD@4,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T5_MAIN_ARCANESTAFF_UNDEAD,Crafting Requirements (3),2251
https://albiononline2d.com/en/item/id/T5_OFF_DEMONSKULL_HELL@1,Crafting Requirements (3),1313
https://albiononline2d.com/en/item/id/T5_SHARD_AVALONIAN,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_CAPEITEM_FW_MARTLOCK@4,Crafting Requirements (3),0
https://albiononline2d.com/en/item/id/T5_HEAD_PLATE_SET2@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET1@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T5_MAIN_ROCKMACE_KEEPER@4,Crafting Requirements (3),21111
https://albiononline2d.com/en/item/id/T5_SOUL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_ARTEFACT_SHOES_LEATHER_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_OFF_DEMONSKULL_HELL@2,Crafting Requirements (3),2298
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_HELL,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T5_TEASEL,Used In (56),
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_HELL,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T5_HEAD_PLATE_SET2@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T5_OFF_DEMONSKULL_HELL@3,Crafting Requirements (3),4021
https://albiononline2d.com/en/item/id/T5_MAIN_ARCANESTAFF_UNDEAD@1,Crafting Requirements (3),3939
https://albiononline2d.com/en/item/id/T5_WOOD,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_HELL@1,Crafting Requirements (2),1313
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET1@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T5_MAIN_SCIMITAR_MORGANA,Crafting Requirements (3),2251
https://albiononline2d.com/en/item/id/T5_OFF_DEMONSKULL_HELL@4,Crafting Requirements (3),7037
https://albiononline2d.com/en/item/id/T5_CLOTH_LEVEL4,Crafting Requirements (2),1
https://albiononline2d.com/en/item/id/T5_ARTEFACT_SHOES_LEATHER_MORGANA,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_WOOD_LEVEL1,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T5_HEAD_PLATE_SET2@3,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_HELL@2,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_HELL@1,Crafting Requirements (2),1313
https://albiononline2d.com/en/item/id/T5_OFF_HORN_KEEPER,Crafting Requirements (3),750
https://albiononline2d.com/en/item/id/T5_EGG,Used In (68),
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET1@3,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T5_2H_HAMMER_UNDEAD@1,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T5_MAIN_SCIMITAR_MORGANA@1,Crafting Requirements (3),3939
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_HELL@3,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T5_WOOD_LEVEL2,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T5_OFF_HORN_KEEPER@1,Crafting Requirements (3),1313
https://albiononline2d.com/en/item/id/T5_MAIN_ARCANESTAFF_UNDEAD@2,Crafting Requirements (3),6893
https://albiononline2d.com/en/item/id/T5_HEAD_PLATE_SET2@4,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T5_WOOD_LEVEL3,Crafting Requirements (1),0
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_HELL@4,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T5_OFF_HORN_KEEPER@2,Crafting Requirements (3),2298
https://albiononline2d.com/en/item/id/T5_2H_HAMMER_UNDEAD@2,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_HELL@2,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T5_ARTEFACT_SHOES_LEATHER_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_ESSENCE,Used In (1),
https://albiononline2d.com/en/item/id/T5_HEAD_PLATE_SET3,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T5_WOOD_LEVEL4,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET1@4,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_KEEPER,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T5_MAIN_SCIMITAR_MORGANA@2,Crafting Requirements (3),6893
https://albiononline2d.com/en/item/id/T5_OFF_HORN_KEEPER@3,Crafting Requirements (3),4021
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T5_MAIN_ARCANESTAFF_UNDEAD@3,Crafting Requirements (3),12064
https://albiononline2d.com/en/item/id/T6_2H_COMBATSTAFF_MORGANA,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_KEEPER@1,Crafting Requirements (2),1313
https://albiononline2d.com/en/item/id/T5_OFF_HORN_KEEPER@4,Crafting Requirements (3),7037
https://albiononline2d.com/en/item/id/T5_MAIN_SCIMITAR_MORGANA@3,Crafting Requirements (3),12064
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET2,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_HELL@3,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T6_2H_COMBATSTAFF_MORGANA@1,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T5_2H_HAMMER_UNDEAD@3,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T5_ESSENCE_POTION,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_OFF_JESTERCANE_HELL,Crafting Requirements (3),750
https://albiononline2d.com/en/item/id/T5_ARTEFACT_SHOES_PLATE_AVALON,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_KEEPER@2,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T6_2H_COMBATSTAFF_MORGANA@2,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T5_OFF_JESTERCANE_HELL@1,Crafting Requirements (3),1313
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_KEEPER@3,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_MAIN_ARCANESTAFF_UNDEAD@4,Crafting Requirements (3),21111
https://albiononline2d.com/en/item/id/T6_2H_COMBATSTAFF_MORGANA@3,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T5_MAIN_SCIMITAR_MORGANA@4,Crafting Requirements (3),21111
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET2@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T5_OFF_JESTERCANE_HELL@2,Crafting Requirements (3),2298
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_HELL@4,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_KEEPER@4,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T5_FARM_CABBAGE_SEED,Crafting Requirements (0),true
https://albiononline2d.com/en/item/id/T5_2H_HAMMER_UNDEAD@4,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T5_ARTEFACT_SHOES_PLATE_FEY,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_OFF_JESTERCANE_HELL@3,Crafting Requirements (3),4021
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF_HELL,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T6_2H_COMBATSTAFF_MORGANA@4,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T5_FARM_COUGAR_BABY,,
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET1,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T5_MAIN_SPEAR,Crafting Requirements (2),2251
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET2@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T5_OFF_JESTERCANE_HELL@4,Crafting Requirements (3),7037
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF_HELL@1,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T5_MAIN_AXE,Crafting Requirements (2),2251
https://albiononline2d.com/en/item/id/T5_FARM_COUGAR_GROWN,Used In (1),
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET1@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T5_OFF_LAMP_UNDEAD,Crafting Requirements (3),750
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_KEEPER,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF_HELL@2,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T5_ARTEFACT_SHOES_PLATE_HELL,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOW@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_MAIN_SPEAR@1,Crafting Requirements (2),3939
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET2,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T5_2H_HARPOON_HELL,Crafting Requirements (3),3001
https://albiononline2d.com/en/item/id/T5_OFF_LAMP_UNDEAD@1,Crafting Requirements (3),1313
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF_HELL@3,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET2@3,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T6_2H_ARCANESTAFF_HELL@4,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T5_OFF_LAMP_UNDEAD@2,Crafting Requirements (3),2298
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET2@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_KEEPER@1,Crafting Requirements (2),1313
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET2@4,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T5_MAIN_AXE@1,Crafting Requirements (2),3939
https://albiononline2d.com/en/item/id/T5_2H_HARPOON_HELL@1,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T5_FARM_DIREBEAR_FW_FORTSTERLING_BABY,Crafting Requirements (0),
https://albiononline2d.com/en/item/id/T6_2H_AXE,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T5_MAIN_SPEAR@2,Crafting Requirements (2),6893
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOW@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET3,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET2@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T5_ARTEFACT_SHOES_PLATE_KEEPER,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_2H_HARPOON_HELL@2,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T5_FARM_DIREBEAR_FW_FORTSTERLING_GROWN,Used In (1),
https://albiononline2d.com/en/item/id/T6_2H_AXE@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_OFF_LAMP_UNDEAD@3,Crafting Requirements (3),
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET3@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET2@3,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T5_2H_HARPOON_HELL@3,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOW@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_MAIN_AXE@2,Crafting Requirements (2),6893
https://albiononline2d.com/en/item/id/T5_OFF_LAMP_UNDEAD@4,Crafting Requirements (3),4021
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET3@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T5_MAIN_SPEAR@3,Crafting Requirements (2),12064
https://albiononline2d.com/en/item/id/T5_OFF_ORB_MORGANA,Crafting Requirements (3),
https://albiononline2d.com/en/item/id/T6_2H_AXE@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_KEEPER@2,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T5_2H_HARPOON_HELL@4,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T5_ARTEFACT_SHOES_PLATE_UNDEAD,Crafting Requirements (1),
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET3@3,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T6_2H_AXE@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF,Crafting Requirements (2),3001
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOW@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T5_FARM_DIREBOAR_FW_LYMHURST_BABY,Crafting Requirements (0),
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_SET3@4,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF@1,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T6_2H_DUALHAMMER_HELL@2,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T5_MAIN_SPEAR_KEEPER@2,Crafting Requirements (3),6893
https://albiononline2d.com/en/item/id/T6_2H_BOW,Crafting Requirements (1),5252
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET2@4,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF@2,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T6_2H_DUALHAMMER_HELL@3,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T5_FARM_DIREBOAR_FW_LYMHURST_GROWN,Used In (1),
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF@3,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T6_2H_BOW@1,Crafting Requirements (1),9191
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_KEEPER@3,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T5_MAIN_SPEAR_KEEPER@3,Crafting Requirements (3),12064
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF@4,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_BAG,Crafting Requirements (2),1501
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOWLARGE,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_HELL,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T6_2H_DUALHAMMER_HELL@4,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T6_2H_BOW@2,Crafting Requirements (1),16085
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF_HELL,Crafting Requirements (3),3001
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_HELL,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF_HELL@1,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET3,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_HELL@1,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T6_2H_BOW@3,Crafting Requirements (1),28148
https://albiononline2d.com/en/item/id/T6_2H_HALBERD@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOWLARGE@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T6_2H_DUALSWORD,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF_HELL@2,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T5_FARM_GOOSE_BABY,Crafting Requirements (0),true
https://albiononline2d.com/en/item/id/T5_FARM_GOOSE_GROWN,Used In (1),
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_HELL@1,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T5_MAIN_AXE@3,Crafting Requirements (2),12064
https://albiononline2d.com/en/item/id/T6_2H_BOW@4,Crafting Requirements (1),49260
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_KEEPER@4,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T6_2H_DUALSWORD@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF_HELL@3,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T6_2H_HALBERD@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET3@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_HELL@2,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T5_BAG@1,Crafting Requirements (2),2626
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_HELL@1,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T6_2H_BOW_HELL,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T5_2H_HOLYSTAFF_HELL@4,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T6_2H_DUALSWORD@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOWLARGE@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T6_2H_BOW_HELL@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_2H_ICEGAUNTLETS_HELL,Crafting Requirements (3),3001
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_HELL@2,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T6_2H_HAMMER,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T5_BAG@2,Crafting Requirements (2),4596
https://albiononline2d.com/en/item/id/T6_2H_DUALSWORD@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_MAIN_AXE@4,Crafting Requirements (2),21111
https://albiononline2d.com/en/item/id/T5_2H_ICEGAUNTLETS_HELL@1,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_HELL@3,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T6_2H_BOW_HELL@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T5_2H_ICEGAUNTLETS_HELL@2,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_HELL@3,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T6_2H_HAMMER@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_SET1,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T5_2H_ICEGAUNTLETS_HELL@3,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET3@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T6_2H_DUALSWORD@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_HELL@4,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T6_2H_BOW_HELL@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_HELL@4,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T6_2H_HAMMER@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_KEEPER,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET3@3,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T5_MAIN_CURSEDSTAFF,Crafting Requirements (2),2251
https://albiononline2d.com/en/item/id/T6_2H_ENIGMATICSTAFF,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOWLARGE@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_SET1,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T6_2H_BOW_HELL@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T6_2H_NATURESTAFF_HELL,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T6_2H_HAMMER@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_KEEPER@1,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T5_SHOES_CLOTH_SET3@4,Crafting Requirements (1),7037
https://albiononline2d.com/en/item/id/T6_2H_ENIGMATICSTAFF@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_SET1@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T6_2H_TWINSCYTHE_HELL@4,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_SET1@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T6_2H_CLAWPAIR,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_KEEPER@2,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T6_2H_ENIGMATICSTAFF@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_SET1@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T6_2H_CROSSBOWLARGE@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T6_2H_HAMMER@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_HELL,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T6_2H_CLAWPAIR@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_KEEPER@3,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T6_2H_NATURESTAFF_HELL@1,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T5_MAIN_CURSEDSTAFF@1,Crafting Requirements (2),3939
https://albiononline2d.com/en/item/id/T6_2H_CLAWPAIR@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T6_2H_WARBOW,Crafting Requirements (1),5252
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_KEEPER@4,Crafting Requirements (3),49260
https://albiononline2d.com/en/item/id/T6_2H_HAMMER_UNDEAD,Crafting Requirements (3),5252
https://albiononline2d.com/en/item/id/T6_2H_ENIGMATICSTAFF@3,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_HELL@1,Crafting Requirements (2),1313
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_SET1@4,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T6_2H_CLAWPAIR@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T6_2H_ENIGMATICSTAFF@4,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_SET1@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_HELL@2,Crafting Requirements (2),2298
https://albiononline2d.com/en/item/id/T6_2H_CURSEDSTAFF,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_SET1,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_HELL@3,Crafting Requirements (2),4021
https://albiononline2d.com/en/item/id/T6_2H_NATURESTAFF_HELL@2,Crafting Requirements (3),16085
https://albiononline2d.com/en/item/id/T6_2H_WARBOW@1,Crafting Requirements (1),9191
https://albiononline2d.com/en/item/id/T6_2H_FIRESTAFF,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T6_2H_CLAWPAIR@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T5_MAIN_CURSEDSTAFF@2,Crafting Requirements (2),6893
https://albiononline2d.com/en/item/id/T6_2H_CURSEDSTAFF@1,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_SET1@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_SET2,Crafting Requirements (1),750
https://albiononline2d.com/en/item/id/T6_2H_FIRESTAFF@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_SET2@1,Crafting Requirements (1),1313
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_HELL@4,Crafting Requirements (2),7037
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_SET1@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T6_2H_HAMMER_UNDEAD@1,Crafting Requirements (3),9191
https://albiononline2d.com/en/item/id/T6_2H_CLAYMORE,Crafting Requirements (2),5252
https://albiononline2d.com/en/item/id/T6_2H_CURSEDSTAFF@2,Crafting Requirements (2),
https://albiononline2d.com/en/item/id/T6_2H_WARBOW@2,Crafting Requirements (1),16085
https://albiononline2d.com/en/item/id/T5_HEAD_CLOTH_SET1@3,Crafting Requirements (1),4021
https://albiononline2d.com/en/item/id/T6_2H_FIRESTAFF@2,Crafting Requirements (2),16085
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_SET1@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_MORGANA,Crafting Requirements (2),750
https://albiononline2d.com/en/item/id/T5_MAIN_CURSEDSTAFF@3,Crafting Requirements (2),12064
https://albiononline2d.com/en/item/id/T6_ARMOR_LEATHER_SET1@3,Crafting Requirements (1),14074
https://albiononline2d.com/en/item/id/T6_2H_CLAYMORE@1,Crafting Requirements (2),9191
https://albiononline2d.com/en/item/id/T5_SHOES_PLATE_SET2@2,Crafting Requirements (1),2298
https://albiononline2d.com/en/item/id/T5_SHOES_LEATHER_MORGANA@1,Crafting Requirements (2),1313
https://albiononline2d.com/en/item/id/T6_2H_NATURESTAFF_HELL@3,Crafting Requirements (3),28148
https://albiononline2d.com/en/item/id/T6_2H_KNUCKLES_SET1@4,Crafting Requirements (2),49260
https://albiononline2d.com/en/item/id/T6_ARMOR_LEATHER_SET1@4,Crafting Requirements (1),24630
https://albiononline2d.com/en/item/id/T6_2H_FIRESTAFF@3,Crafting Requirements (2),28148
https://albiononline2d.com/en/item/id/T6_2H_HAMMER_UNDEAD@2,Crafting Requirements (3),16085
