,Category_Name,Category_Images,Product,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
2122,T5_OFF_TOTEM_KEEPER@2,https://render.albiononline.com/v1/item/T5_OFF_TOTEM_KEEPER@2,Expert's Taproot (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,4,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,4,https://render.albiononline.com/v1/item/T5_ARTEFACT_OFF_TOTEM_KEEPER,Expert's Inscribed Stone,1,,,,,,
2123,T5_OFF_TOTEM_KEEPER@3,https://render.albiononline.com/v1/item/T5_OFF_TOTEM_KEEPER@3,Expert's Taproot (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,4,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,4,https://render.albiononline.com/v1/item/T5_ARTEFACT_OFF_TOTEM_KEEPER,Expert's Inscribed Stone,1,,,,,,
2124,T5_OFF_TOTEM_KEEPER@4,https://render.albiononline.com/v1/item/T5_OFF_TOTEM_KEEPER@4,Expert's Taproot (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,4,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,4,https://render.albiononline.com/v1/item/T5_ARTEFACT_OFF_TOTEM_KEEPER,Expert's Inscribed Stone,1,,,,,,
2125,T5_OFF_TOWERSHIELD_UNDEAD,https://render.albiononline.com/v1/item/T5_OFF_TOWERSHIELD_UNDEAD,Expert's Sarcophagus (T5),,,,,,,,,,,,,,,,
2126,T5_OFF_TOWERSHIELD_UNDEAD@1,https://render.albiononline.com/v1/item/T5_OFF_TOWERSHIELD_UNDEAD@1,Expert's Sarcophagus (T5),,,,,,,,,,,,,,,,
2127,T5_OFF_TOWERSHIELD_UNDEAD@2,https://render.albiononline.com/v1/item/T5_OFF_TOWERSHIELD_UNDEAD@2,Expert's Sarcophagus (T5),,,,,,,,,,,,,,,,
2128,T5_OFF_TOWERSHIELD_UNDEAD@3,https://render.albiononline.com/v1/item/T5_OFF_TOWERSHIELD_UNDEAD@3,Expert's Sarcophagus (T5),,,,,,,,,,,,,,,,
2129,T5_OFF_TOWERSHIELD_UNDEAD@4,https://render.albiononline.com/v1/item/T5_OFF_TOWERSHIELD_UNDEAD@4,Expert's Sarcophagus (T5),,,,,,,,,,,,,,,,
2130,T5_ORE,https://render.albiononline.com/v1/item/T5_ORE,Titanium Ore (T5),,https://render.albiononline.com/v1/item/T4_ORE,Iron Ore,1,,,,,,,,,,,,
2131,T5_ORE_LEVEL1,https://render.albiononline.com/v1/item/T5_ORE_LEVEL1,Uncommon Titanium Ore (T5),,https://render.albiononline.com/v1/item/T4_ORE_LEVEL1,Uncommon Iron Ore,1,,,,,,,,,,,,
2133,T5_ORE_LEVEL2,https://render.albiononline.com/v1/item/T5_ORE_LEVEL2,Rare Titanium Ore (T5),,https://render.albiononline.com/v1/item/T4_ORE_LEVEL2,Rare Iron Ore,1,,,,,,,,,,,,
2134,T5_ORE_LEVEL3,https://render.albiononline.com/v1/item/T5_ORE_LEVEL3,Exceptional Titanium Ore (T5),,https://render.albiononline.com/v1/item/T4_ORE_LEVEL3,Exceptional Iron Ore,1,,,,,,,,,,,,
2135,T5_ORE_LEVEL4,https://render.albiononline.com/v1/item/T5_ORE_LEVEL4,Pristine Titanium Ore (T5),,https://render.albiononline.com/v1/item/T4_ORE_LEVEL4,Pristine Iron Ore,1,,,,,,,,,,,,
2137,T5_PLANKS,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks (T5),1,https://render.albiononline.com/v1/item/T5_WOOD,Cedar Logs,3,https://render.albiononline.com/v1/item/T4_PLANKS,Pine Planks,1,,,,,,,,,
2138,T5_PLANKS_LEVEL1,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks (T5),1,https://render.albiononline.com/v1/item/T5_WOOD_LEVEL1,Uncommon Cedar Logs,3,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL1,Uncommon Pine Planks,1,,,,,,,,,
2139,T5_PLANKS_LEVEL2,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks (T5),1,https://render.albiononline.com/v1/item/T5_WOOD_LEVEL2,Rare Cedar Logs,3,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL2,Rare Pine Planks,1,,,,,,,,,
2140,T5_PLANKS_LEVEL3,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks (T5),1,https://render.albiononline.com/v1/item/T5_WOOD_LEVEL3,Exceptional Cedar Logs,3,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL3,Exceptional Pine Planks,1,,,,,,,,,
2141,T5_PLANKS_LEVEL4,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks (T5),,https://render.albiononline.com/v1/item/T5_WOOD_LEVEL4,Pristine Cedar Logs,3,https://render.albiononline.com/v1/item/T4_PLANKS_LEVEL4,Pristine Pine Planks,1,,,,,,,,,
2142,T5_POTION_REVIVE,https://render.albiononline.com/v1/item/T5_POTION_REVIVE,Gigantify Potion (T5),294,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,24,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,12,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,,,,,,
2143,T5_POTION_REVIVE@1,https://render.albiononline.com/v1/item/T5_POTION_REVIVE@1,Gigantify Potion (T5),294,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,24,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,12,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,https://render.albiononline.com/v1/item/T5_ESSENCE_POTION,Expert's Arcane Essence,4,,,
2144,T5_POTION_SLOWFIELD,https://render.albiononline.com/v1/item/T5_POTION_SLOWFIELD,Sticky Potion (T5),294,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,24,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,12,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,,,,,,
2145,T5_POTION_SLOWFIELD@1,https://render.albiononline.com/v1/item/T5_POTION_SLOWFIELD@1,Sticky Potion (T5),294,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,24,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,12,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,https://render.albiononline.com/v1/item/T5_ESSENCE_POTION,Expert's Arcane Essence,5,,,
2146,T5_POTION_STONESKIN,https://render.albiononline.com/v1/item/T5_POTION_STONESKIN,Resistance Potion (T5),294,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,24,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,12,https://render.albiononline.com/v1/item/T4_MILK,Goat's Milk,6,,,,,,
2147,T5_POTION_STONESKIN@1,https://render.albiononline.com/v1/item/T5_POTION_STONESKIN@1,Resistance Potion (T5),294,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,24,https://render.albiononline.com/v1/item/T4_BURDOCK,Crenellated Burdock,12,https://render.albiononline.com/v1/item/T4_MILK,Goat's Milk,6,https://render.albiononline.com/v1/item/T5_ESSENCE_POTION,Expert's Arcane Essence,5,,,
2148,T5_RANDOM_DUNGEON_SOLO_TOKEN_1,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_SOLO_TOKEN_1,Expert's Dungeon Map (Solo) (T5),,,,,,,,,,,,,,,,
2149,T5_RANDOM_DUNGEON_SOLO_TOKEN_2,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_SOLO_TOKEN_2,Uncommon Expert's Dungeon Map (Solo) (T5),,,,,,,,,,,,,,,,
2150,T5_RANDOM_DUNGEON_SOLO_TOKEN_3,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_SOLO_TOKEN_3,Rare Expert's Dungeon Map (Solo) (T5),,,,,,,,,,,,,,,,
2151,T5_RANDOM_DUNGEON_SOLO_TOKEN_4,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_SOLO_TOKEN_4,Exceptional Expert's Dungeon Map (Solo) (T5),,,,,,,,,,,,,,,,
2152,T5_RANDOM_DUNGEON_TOKEN_1,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_TOKEN_1,Expert's Dungeon Map (Group) (T5),,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_SOLO_TOKEN_1,Expert's Dungeon Map (Solo),5,,,,,,,,,,,,
2153,T5_RANDOM_DUNGEON_TOKEN_2,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_TOKEN_2,Uncommon Expert's Dungeon Map (Group) (T5),,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_SOLO_TOKEN_2,Uncommon Expert's Dungeon Map (Solo),5,,,,,,,,,,,,
2154,T5_RANDOM_DUNGEON_TOKEN_3,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_TOKEN_3,Rare Expert's Dungeon Map (Group) (T5),,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_SOLO_TOKEN_3,Rare Expert's Dungeon Map (Solo),5,,,,,,,,,,,,
2155,T5_RANDOM_DUNGEON_TOKEN_4,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_TOKEN_4,Exceptional Expert's Dungeon Map (Group) (T5),,https://render.albiononline.com/v1/item/T5_RANDOM_DUNGEON_SOLO_TOKEN_4,Exceptional Expert's Dungeon Map (Solo),5,,,,,,,,,,,,
2156,T5_RELIC,https://render.albiononline.com/v1/item/T5_RELIC,Expert's Relic (T5),,,,,,,,,,,,,,,,
2157,T5_ROCK,https://render.albiononline.com/v1/item/T5_ROCK,Granite (T5),,https://render.albiononline.com/v1/item/T4_ROCK,Travertine,1,,,,,,,,,,,,
2158,T5_ROCK_LEVEL1,https://render.albiononline.com/v1/item/T5_ROCK_LEVEL1,Uncommon Granite (T5),,https://render.albiononline.com/v1/item/T4_ROCK_LEVEL1,Uncommon Travertine,1,,,,,,,,,,,,
2159,T5_ROCK_LEVEL2,https://render.albiononline.com/v1/item/T5_ROCK_LEVEL2,Rare Granite (T5),,https://render.albiononline.com/v1/item/T4_ROCK_LEVEL2,Rare Travertine,1,,,,,,,,,,,,
2160,T5_ROCK_LEVEL3,https://render.albiononline.com/v1/item/T5_ROCK_LEVEL3,Exceptional Granite (T5),,https://render.albiononline.com/v1/item/T4_ROCK_LEVEL3,Exceptional Travertine,1,,,,,,,,,,,,
2161,T5_RUNE,https://render.albiononline.com/v1/item/T5_RUNE,Expert's Rune (T5),,,,,,,,,,,,,,,,
2162,T5_SHARD_AVALONIAN,https://render.albiononline.com/v1/item/T5_SHARD_AVALONIAN,Expert's Avalonian Shard (T5),,,,,,,,,,,,,,,,
2163,T5_SHOES_CLOTH_HELL,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_HELL,Expert's Fiend Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_HELL,Expert's Infernal Cloth Bindings,1,,,,,,,,,
2164,T5_SHOES_CLOTH_HELL@1,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_HELL@1,Expert's Fiend Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_HELL,Expert's Infernal Cloth Bindings,1,,,,,,,,,
2165,T5_SHOES_CLOTH_HELL@2,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_HELL@2,Expert's Fiend Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_HELL,Expert's Infernal Cloth Bindings,1,,,,,,,,,
2166,T5_SHOES_CLOTH_HELL@3,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_HELL@3,Expert's Fiend Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_HELL,Expert's Infernal Cloth Bindings,1,,,,,,,,,
2167,T5_SHOES_CLOTH_HELL@4,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_HELL@4,Expert's Fiend Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_HELL,Expert's Infernal Cloth Bindings,1,,,,,,,,,
2168,T5_SHOES_CLOTH_KEEPER,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_KEEPER,Expert's Druid Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_KEEPER,Expert's Druidic Bindings,1,,,,,,,,,
2169,T5_SHOES_CLOTH_KEEPER@1,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_KEEPER@1,Expert's Druid Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_KEEPER,Expert's Druidic Bindings,1,,,,,,,,,
2170,T5_SHOES_CLOTH_KEEPER@2,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_KEEPER@2,Expert's Druid Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_KEEPER,Expert's Druidic Bindings,1,,,,,,,,,
2171,T5_SHOES_CLOTH_KEEPER@3,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_KEEPER@3,Expert's Druid Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_KEEPER,Expert's Druidic Bindings,1,,,,,,,,,
2172,T5_SHOES_CLOTH_KEEPER@4,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_KEEPER@4,Expert's Druid Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_CLOTH_KEEPER,Expert's Druidic Bindings,1,,,,,,,,,
2173,T5_SHOES_CLOTH_SET1,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET1,Expert's Scholar Sandals (T5),,,,,,,,,,,,,,,,
2175,T5_SHOES_CLOTH_SET1@1,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET1@1,Expert's Scholar Sandals (T5),,,,,,,,,,,,,,,,
2177,T5_SHOES_CLOTH_SET1@2,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET1@2,Expert's Scholar Sandals (T5),,,,,,,,,,,,,,,,
2178,T5_SHOES_CLOTH_SET1@3,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET1@3,Expert's Scholar Sandals (T5),,,,,,,,,,,,,,,,
2179,T5_SHOES_CLOTH_SET1@4,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET1@4,Expert's Scholar Sandals (T5),,,,,,,,,,,,,,,,
2180,T5_SHOES_CLOTH_SET2,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET2,Expert's Cleric Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8,,,,,,,,,,,,
2182,T5_SHOES_CLOTH_SET2@1,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET2@1,Expert's Cleric Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,,,,,,,,,,,,
2184,T5_SHOES_CLOTH_SET2@2,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET2@2,Expert's Cleric Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,,,,,,,,,,,,
2186,T5_SHOES_CLOTH_SET2@3,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET2@3,Expert's Cleric Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,,,,,,,,,,,,
2188,T5_SHOES_CLOTH_SET2@4,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET2@4,Expert's Cleric Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,,,,,,,,,,,,
2190,T5_SHOES_CLOTH_SET3,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET3,Expert's Mage Sandals (T5),,,,,,,,,,,,,,,,
2192,T5_SHOES_CLOTH_SET3@1,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET3@1,Expert's Mage Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,,,,,,,,,,,,
2194,T5_SHOES_CLOTH_SET3@2,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET3@2,Expert's Mage Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,,,,,,,,,,,,
2195,T5_SHOES_CLOTH_SET3@3,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET3@3,Expert's Mage Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,,,,,,,,,,,,
2196,T5_SHOES_CLOTH_SET3@4,https://render.albiononline.com/v1/item/T5_SHOES_CLOTH_SET3@4,Expert's Mage Sandals (T5),,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,,,,,,,,,,,,
2197,T5_SHOES_LEATHER_HELL,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_HELL,Expert's Hellion Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_HELL,Expert's Demonhide Bindings,1,,,,,,,,,
2198,T5_SHOES_LEATHER_HELL@1,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_HELL@1,Expert's Hellion Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_HELL,Expert's Demonhide Bindings,1,,,,,,,,,
2199,T5_SHOES_LEATHER_HELL@2,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_HELL@2,Expert's Hellion Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_HELL,Expert's Demonhide Bindings,1,,,,,,,,,
2200,T5_SHOES_LEATHER_HELL@3,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_HELL@3,Expert's Hellion Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_HELL,Expert's Demonhide Bindings,1,,,,,,,,,
2201,T5_SHOES_LEATHER_HELL@4,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_HELL@4,Expert's Hellion Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_HELL,Expert's Demonhide Bindings,1,,,,,,,,,
2202,T5_SHOES_LEATHER_MORGANA,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_MORGANA,Expert's Stalker Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_MORGANA,Expert's Imbued Soles,1,,,,,,,,,
2203,T5_SHOES_LEATHER_MORGANA@1,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_MORGANA@1,Expert's Stalker Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_MORGANA,Expert's Imbued Soles,1,,,,,,,,,
2204,T5_SHOES_LEATHER_MORGANA@2,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_MORGANA@2,Expert's Stalker Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_MORGANA,Expert's Imbued Soles,1,,,,,,,,,
2205,T5_SHOES_LEATHER_MORGANA@3,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_MORGANA@3,Expert's Stalker Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_MORGANA,Expert's Imbued Soles,1,,,,,,,,,
2206,T5_SHOES_LEATHER_MORGANA@4,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_MORGANA@4,Expert's Stalker Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_LEATHER_MORGANA,Expert's Imbued Soles,1,,,,,,,,,
2207,T5_SHOES_LEATHER_SET1,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET1,Expert's Mercenary Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8,,,,,,,,,,,,
2208,T5_SHOES_LEATHER_SET1@1,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET1@1,Expert's Mercenary Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8,,,,,,,,,,,,
2209,T5_SHOES_LEATHER_SET1@2,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET1@2,Expert's Mercenary Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8,,,,,,,,,,,,
2210,T5_SHOES_LEATHER_SET1@3,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET1@3,Expert's Mercenary Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,,,,,,,,,,,,
2211,T5_SHOES_LEATHER_SET1@4,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET1@4,Expert's Mercenary Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,8,,,,,,,,,,,,
2212,T5_SHOES_LEATHER_SET2,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET2,Expert's Hunter Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8,,,,,,,,,,,,
2213,T5_SHOES_LEATHER_SET2@1,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET2@1,Expert's Hunter Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8,,,,,,,,,,,,
2214,T5_SHOES_LEATHER_SET2@2,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET2@2,Expert's Hunter Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8,,,,,,,,,,,,
2215,T5_SHOES_LEATHER_SET2@3,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET2@3,Expert's Hunter Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,,,,,,,,,,,,
2216,T5_SHOES_LEATHER_SET2@4,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET2@4,Expert's Hunter Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,8,,,,,,,,,,,,
2217,T5_SHOES_LEATHER_SET3,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET3,Expert's Assassin Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8,,,,,,,,,,,,
2218,T5_SHOES_LEATHER_SET3@1,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET3@1,Expert's Assassin Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8,,,,,,,,,,,,
2219,T5_SHOES_LEATHER_SET3@2,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET3@2,Expert's Assassin Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8,,,,,,,,,,,,
2220,T5_SHOES_LEATHER_SET3@3,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET3@3,Expert's Assassin Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,,,,,,,,,,,,
2221,T5_SHOES_LEATHER_SET3@4,https://render.albiononline.com/v1/item/T5_SHOES_LEATHER_SET3@4,Expert's Assassin Shoes (T5),,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,8,,,,,,,,,,,,
2222,T5_SHOES_PLATE_HELL,https://render.albiononline.com/v1/item/T5_SHOES_PLATE_HELL,Expert's Demon Boots (T5),,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_PLATE_HELL,Expert's Demonic Filling,1,,,,,,,,,
2224,T5_SHOES_PLATE_HELL@1,https://render.albiononline.com/v1/item/T5_SHOES_PLATE_HELL@1,Expert's Demon Boots (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_PLATE_HELL,Expert's Demonic Filling,1,,,,,,,,,
2226,T5_SHOES_PLATE_HELL@2,https://render.albiononline.com/v1/item/T5_SHOES_PLATE_HELL@2,Expert's Demon Boots (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_PLATE_HELL,Expert's Demonic Filling,1,,,,,,,,,
2228,T5_SHOES_PLATE_HELL@3,https://render.albiononline.com/v1/item/T5_SHOES_PLATE_HELL@3,Expert's Demon Boots (T5),,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_SHOES_PLATE_HELL,Expert's Demonic Filling,1,,,,,,,,,
