Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
T5_MAIN_MACE@3,https://render.albiononline.com/v1/item/T5_MAIN_MACE@3,Expert's Mace (T5),,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,,,,,,,,,
T5_MAIN_MACE@4,https://render.albiononline.com/v1/item/T5_MAIN_MACE@4,Expert's Mace (T5),,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,,,,,,,,,
T5_MAIN_MACE_HELL,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL,Expert's Incubus Mace (T5),,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1,,,,,,
T5_MAIN_MACE_HELL@1,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL@1,Expert's Incubus Mace (T5),,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1,,,,,,
T5_MAIN_MACE_HELL@2,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL@2,Expert's Incubus Mace (T5),,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1,,,,,,
T5_MAIN_MACE_HELL@3,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL@3,Expert's Incubus Mace (T5),,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1,,,,,,
T5_MAIN_MACE_HELL@4,https://render.albiononline.com/v1/item/T5_MAIN_MACE_HELL@4,Expert's Incubus Mace (T5),,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_MACE_HELL,Expert's Infernal Mace Head,1,,,,,,
T5_MAIN_NATURESTAFF,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF,Expert's Nature Staff (T5),,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8,,,,,,,,,
T5_MAIN_NATURESTAFF@1,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF@1,Expert's Nature Staff (T5),,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,,,,,,,,,
T5_MAIN_NATURESTAFF@2,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF@2,Expert's Nature Staff (T5),,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,,,,,,,,,
T5_MAIN_NATURESTAFF@3,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF@3,Expert's Nature Staff (T5),,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,,,,,,,,,
T5_MAIN_NATURESTAFF@4,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF@4,Expert's Nature Staff (T5),,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,,,,,,,,,
T5_MAIN_NATURESTAFF_KEEPER,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Staff (T5),,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1,,,,,,
T5_MAIN_NATURESTAFF_KEEPER@1,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER@1,Expert's Druidic Staff (T5),,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1,,,,,,
T5_MAIN_NATURESTAFF_KEEPER@2,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER@2,Expert's Druidic Staff (T5),,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1,,,,,,
T5_MAIN_NATURESTAFF_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER@3,Expert's Druidic Staff (T5),,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1,,,,,,
T5_MAIN_NATURESTAFF_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_NATURESTAFF_KEEPER@4,Expert's Druidic Staff (T5),,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_NATURESTAFF_KEEPER,Expert's Druidic Inscriptions,1,,,,,,
T5_MAIN_RAPIER_MORGANA,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA,Expert's Bloodletter (T5),,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1,,,,,,
T5_MAIN_RAPIER_MORGANA@1,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA@1,Expert's Bloodletter (T5),,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1,,,,,,
T5_MAIN_RAPIER_MORGANA@2,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA@2,Expert's Bloodletter (T5),,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1,,,,,,
T5_MAIN_RAPIER_MORGANA@3,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA@3,Expert's Bloodletter (T5),,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1,,,,,,
T5_MAIN_RAPIER_MORGANA@4,https://render.albiononline.com/v1/item/T5_MAIN_RAPIER_MORGANA@4,Expert's Bloodletter (T5),,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_RAPIER_MORGANA,Expert's Hardened Debole,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER,Expert's Bedrock Mace (T5),,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH,Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@1,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@1,Expert's Bedrock Mace (T5),,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@1,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@1,Expert's Bedrock Mace (T5),,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@2,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@2,Expert's Bedrock Mace (T5),,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL1,Uncommon Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@2,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@2,Expert's Bedrock Mace (T5),,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@3,Expert's Bedrock Mace (T5),,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL2,Rare Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@3,Expert's Bedrock Mace (T5),,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@3,Expert's Bedrock Mace (T5),,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL3,Exceptional Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@4,Expert's Bedrock Mace (T5),,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_ROCKMACE_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_ROCKMACE_KEEPER@4,Expert's Bedrock Mace (T5),,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_CLOTH_LEVEL4,Pristine Ornate Cloth,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_ROCKMACE_KEEPER,Expert's Runed Rock,1,,,,,,
T5_MAIN_SCIMITAR_MORGANA,https://render.albiononline.com/v1/item/T5_MAIN_SCIMITAR_MORGANA,Expert's Clarent Blade (T5),,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SCIMITAR_MORGANA,Expert's Bloodforged Blade,1,,,,,,
T5_MAIN_SCIMITAR_MORGANA@1,https://render.albiononline.com/v1/item/T5_MAIN_SCIMITAR_MORGANA@1,Expert's Clarent Blade (T5),,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SCIMITAR_MORGANA,Expert's Bloodforged Blade,1,,,,,,
T5_MAIN_SCIMITAR_MORGANA@2,https://render.albiononline.com/v1/item/T5_MAIN_SCIMITAR_MORGANA@2,Expert's Clarent Blade (T5),,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SCIMITAR_MORGANA,Expert's Bloodforged Blade,1,,,,,,
T5_MAIN_SCIMITAR_MORGANA@3,https://render.albiononline.com/v1/item/T5_MAIN_SCIMITAR_MORGANA@3,Expert's Clarent Blade (T5),,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SCIMITAR_MORGANA,Expert's Bloodforged Blade,1,,,,,,
T5_MAIN_SCIMITAR_MORGANA@4,https://render.albiononline.com/v1/item/T5_MAIN_SCIMITAR_MORGANA@4,Expert's Clarent Blade (T5),,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL4,Pristine Cured Leather,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SCIMITAR_MORGANA,Expert's Bloodforged Blade,1,,,,,,
T5_MAIN_SPEAR,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR,Expert's Spear (T5),,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,8,,,,,,,,,
T5_MAIN_SPEAR@1,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR@1,Expert's Spear (T5),,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,8,,,,,,,,,
T5_MAIN_SPEAR@2,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR@2,Expert's Spear (T5),,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,8,,,,,,,,,
T5_MAIN_SPEAR@3,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR@3,Expert's Spear (T5),,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,8,,,,,,,,,
T5_MAIN_SPEAR@4,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR@4,Expert's Spear (T5),,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,8,,,,,,,,,
T5_MAIN_SPEAR_KEEPER,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR_KEEPER,Expert's Heron Spear (T5),,2251,https://render.albiononline.com/v1/item/T5_PLANKS,Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SPEAR_KEEPER,Expert's Keeper Spearhead,1,,,,,,
T5_MAIN_SPEAR_KEEPER@1,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR_KEEPER@1,Expert's Heron Spear (T5),,3939,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL1,Uncommon Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SPEAR_KEEPER,Expert's Keeper Spearhead,1,,,,,,
T5_MAIN_SPEAR_KEEPER@2,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR_KEEPER@2,Expert's Heron Spear (T5),,6893,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL2,Rare Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SPEAR_KEEPER,Expert's Keeper Spearhead,1,,,,,,
T5_MAIN_SPEAR_KEEPER@3,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR_KEEPER@3,Expert's Heron Spear (T5),,12064,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL3,Exceptional Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SPEAR_KEEPER,Expert's Keeper Spearhead,1,,,,,,
T5_MAIN_SPEAR_KEEPER@4,https://render.albiononline.com/v1/item/T5_MAIN_SPEAR_KEEPER@4,Expert's Heron Spear (T5),,21111,https://render.albiononline.com/v1/item/T5_PLANKS_LEVEL4,Pristine Cedar Planks,16,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL4,Pristine Titanium Steel Bar,8,https://render.albiononline.com/v1/item/T5_ARTEFACT_MAIN_SPEAR_KEEPER,Expert's Keeper Spearhead,1,,,,,,
T5_MAIN_SWORD,https://render.albiononline.com/v1/item/T5_MAIN_SWORD,Expert's Broadsword (T5),,2251,https://render.albiononline.com/v1/item/T5_METALBAR,Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER,Cured Leather,8,,,,,,,,,
T5_MAIN_SWORD@1,https://render.albiononline.com/v1/item/T5_MAIN_SWORD@1,Expert's Broadsword (T5),,3939,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL1,Uncommon Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL1,Uncommon Cured Leather,8,,,,,,,,,
T5_MAIN_SWORD@2,https://render.albiononline.com/v1/item/T5_MAIN_SWORD@2,Expert's Broadsword (T5),,6893,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL2,Rare Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL2,Rare Cured Leather,8,,,,,,,,,
T5_MAIN_SWORD@3,https://render.albiononline.com/v1/item/T5_MAIN_SWORD@3,Expert's Broadsword (T5),,12064,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,,,,,,,,,
T5_MAIN_SWORD@4,https://render.albiononline.com/v1/item/T5_MAIN_SWORD@4,Expert's Broadsword (T5),,21111,https://render.albiononline.com/v1/item/T5_METALBAR_LEVEL3,Exceptional Titanium Steel Bar,16,https://render.albiononline.com/v1/item/T5_LEATHER_LEVEL3,Exceptional Cured Leather,8,,,,,,,,,
T5_MEAL_OMELETTE,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE,Goose Omelette (T5),,155,https://render.albiononline.com/v1/item/T5_CABBAGE,Cabbage,12,https://render.albiononline.com/v1/item/T5_MEAT,Raw Goose,24,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,,,,,,
T5_MEAL_OMELETTE@1,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE@1,Goose Omelette (T5),,222,https://render.albiononline.com/v1/item/T5_CABBAGE,Cabbage,12,https://render.albiononline.com/v1/item/T5_MEAT,Raw Goose,24,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,,,,,,
T5_MEAL_OMELETTE@2,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE@2,Goose Omelette (T5),,355,https://render.albiononline.com/v1/item/T5_CABBAGE,Cabbage,12,https://render.albiononline.com/v1/item/T5_MEAT,Raw Goose,24,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,30,,,
T5_MEAL_OMELETTE@3,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE@3,Goose Omelette (T5),,755,https://render.albiononline.com/v1/item/T5_CABBAGE,Cabbage,12,https://render.albiononline.com/v1/item/T5_MEAT,Raw Goose,24,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL3,Special Fish Sauce,30,,,
T5_MEAL_OMELETTE_AVALON,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE_AVALON,Avalonian Goose Omelette (T5),,155,https://render.albiononline.com/v1/item/T6_MILK,Sheep's Milk,12,https://render.albiononline.com/v1/item/T5_MEAT,Raw Goose,24,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,30,,,
T5_MEAL_OMELETTE_AVALON@1,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE_AVALON@1,Avalonian Goose Omelette (T5),,222,https://render.albiononline.com/v1/item/T6_MILK,Sheep's Milk,12,https://render.albiononline.com/v1/item/T5_MEAT,Raw Goose,24,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,30,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,30
T5_MEAL_OMELETTE_AVALON@2,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE_AVALON@2,Avalonian Goose Omelette (T5),,355,https://render.albiononline.com/v1/item/T6_MILK,Sheep's Milk,12,https://render.albiononline.com/v1/item/T5_MEAT,Raw Goose,24,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,30,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,30
T5_MEAL_OMELETTE_AVALON@3,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE_AVALON@3,Avalonian Goose Omelette (T5),,755,https://render.albiononline.com/v1/item/T6_MILK,Sheep's Milk,12,https://render.albiononline.com/v1/item/T5_MEAT,Raw Goose,24,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,6,https://render.albiononline.com/v1/item/QUESTITEM_TOKEN_AVALON,Avalonian Energy,30,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL3,Special Fish Sauce,30
T5_MEAL_OMELETTE_FISH,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE_FISH,Drybrook Crab Omelette (T5),,225,https://render.albiononline.com/v1/item/T5_FISH_FRESHWATER_STEPPE_RARE,Drybrook Crab,1,https://render.albiononline.com/v1/item/T5_CABBAGE,Cabbage,2,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,2,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,2,,,
T5_MEAL_OMELETTE_FISH@1,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE_FISH@1,Drybrook Crab Omelette (T5),,425,https://render.albiononline.com/v1/item/T5_FISH_FRESHWATER_STEPPE_RARE,Drybrook Crab,1,https://render.albiononline.com/v1/item/T5_CABBAGE,Cabbage,2,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,2,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,2,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL1,Basic Fish Sauce,9
T5_MEAL_OMELETTE_FISH@2,https://render.albiononline.com/v1/item/T5_MEAL_OMELETTE_FISH@2,Drybrook Crab Omelette (T5),,825,https://render.albiononline.com/v1/item/T5_FISH_FRESHWATER_STEPPE_RARE,Drybrook Crab,1,https://render.albiononline.com/v1/item/T5_CABBAGE,Cabbage,2,https://render.albiononline.com/v1/item/T5_TEASEL,Dragon Teasel,2,https://render.albiononline.com/v1/item/T5_EGG,Goose Eggs,2,https://render.albiononline.com/v1/item/T1_FISHSAUCE_LEVEL2,Fancy Fish Sauce,9
