,Category_Name,Category_Images,Product,Silver_Cost,Crafting_Focus,Ingredient_1_Image,Ingredient_1_Name,Ingredient_1_Amount,Ingredient_2_Image,Ingredient_2_Name,Ingredient_2_Amount,Ingredient_3_Image,Ingredient_3_Name,Ingredient_3_Amount,Ingredient_4_Image,Ingredient_4_Name,Ingredient_4_Amount,Ingredient_5_Image,Ingredient_5_Name,Ingredient_5_Amount
3051,T6_OFF_DEMONSKULL_HELL@3,https://render.albiononline.com/v1/item/T6_OFF_DEMONSKULL_HELL@3,Master's Muisak ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL3,Exceptional Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_DEMONSKULL_HELL,Master's Demonic Jawbone,1,,,,,,
3052,T6_OFF_DEMONSKULL_HELL@4,https://render.albiononline.com/v1/item/T6_OFF_DEMONSKULL_HELL@4,Master's Muisak ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_DEMONSKULL_HELL,Master's Demonic Jawbone,1,,,,,,
3053,T6_OFF_HORN_KEEPER,https://render.albiononline.com/v1/item/T6_OFF_HORN_KEEPER,Master's Mistcaller ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_HORN_KEEPER,Master's Runed Horn,1,,,,,,
3054,T6_OFF_HORN_KEEPER@1,https://render.albiononline.com/v1/item/T6_OFF_HORN_KEEPER@1,Master's Mistcaller ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_HORN_KEEPER,Master's Runed Horn,1,,,,,,
3055,T6_OFF_HORN_KEEPER@2,https://render.albiononline.com/v1/item/T6_OFF_HORN_KEEPER@2,Master's Mistcaller ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_HORN_KEEPER,Master's Runed Horn,1,,,,,,
3056,T6_OFF_HORN_KEEPER@3,https://render.albiononline.com/v1/item/T6_OFF_HORN_KEEPER@3,Master's Mistcaller ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_HORN_KEEPER,Master's Runed Horn,1,,,,,,
3057,T6_OFF_HORN_KEEPER@4,https://render.albiononline.com/v1/item/T6_OFF_HORN_KEEPER@4,Master's Mistcaller ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_HORN_KEEPER,Master's Runed Horn,1,,,,,,
3058,T6_OFF_JESTERCANE_HELL,https://render.albiononline.com/v1/item/T6_OFF_JESTERCANE_HELL,Master's Leering Cane ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_JESTERCANE_HELL,Master's Hellish Handle,1,,,,,,
3059,T6_OFF_JESTERCANE_HELL@1,https://render.albiononline.com/v1/item/T6_OFF_JESTERCANE_HELL@1,Master's Leering Cane ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_JESTERCANE_HELL,Master's Hellish Handle,1,,,,,,
3060,T6_OFF_JESTERCANE_HELL@2,https://render.albiononline.com/v1/item/T6_OFF_JESTERCANE_HELL@2,Master's Leering Cane ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_JESTERCANE_HELL,Master's Hellish Handle,1,,,,,,
3061,T6_OFF_JESTERCANE_HELL@3,https://render.albiononline.com/v1/item/T6_OFF_JESTERCANE_HELL@3,Master's Leering Cane ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_JESTERCANE_HELL,Master's Hellish Handle,1,,,,,,
3062,T6_OFF_JESTERCANE_HELL@4,https://render.albiononline.com/v1/item/T6_OFF_JESTERCANE_HELL@4,Master's Leering Cane ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_JESTERCANE_HELL,Master's Hellish Handle,1,,,,,,
3063,T6_OFF_LAMP_UNDEAD,https://render.albiononline.com/v1/item/T6_OFF_LAMP_UNDEAD,Master's Cryptcandle ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_LAMP_UNDEAD,Master's Ghastly Candle,1,,,,,,
3064,T6_OFF_LAMP_UNDEAD@1,https://render.albiononline.com/v1/item/T6_OFF_LAMP_UNDEAD@1,Master's Cryptcandle ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_LAMP_UNDEAD,Master's Ghastly Candle,1,,,,,,
3065,T6_OFF_LAMP_UNDEAD@2,https://render.albiononline.com/v1/item/T6_OFF_LAMP_UNDEAD@2,Master's Cryptcandle ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_LAMP_UNDEAD,Master's Ghastly Candle,1,,,,,,
3066,T6_OFF_LAMP_UNDEAD@3,https://render.albiononline.com/v1/item/T6_OFF_LAMP_UNDEAD@3,Master's Cryptcandle ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_LAMP_UNDEAD,Master's Ghastly Candle,1,,,,,,
3067,T6_OFF_LAMP_UNDEAD@4,https://render.albiononline.com/v1/item/T6_OFF_LAMP_UNDEAD@4,Master's Cryptcandle ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_LAMP_UNDEAD,Master's Ghastly Candle,1,,,,,,
3068,T6_OFF_ORB_MORGANA,https://render.albiononline.com/v1/item/T6_OFF_ORB_MORGANA,Master's Eye of Secrets ,,1313,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER,Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_ORB_MORGANA,Master's Alluring Crystal,1,,,,,,
3069,T6_OFF_ORB_MORGANA@1,https://render.albiononline.com/v1/item/T6_OFF_ORB_MORGANA@1,Master's Eye of Secrets ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL1,Uncommon Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_ORB_MORGANA,Master's Alluring Crystal,1,,,,,,
3070,T6_OFF_ORB_MORGANA@2,https://render.albiononline.com/v1/item/T6_OFF_ORB_MORGANA@2,Master's Eye of Secrets ,,4021,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL2,Rare Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_ORB_MORGANA,Master's Alluring Crystal,1,,,,,,
3071,T6_OFF_ORB_MORGANA@3,https://render.albiononline.com/v1/item/T6_OFF_ORB_MORGANA@3,Master's Eye of Secrets ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL3,Exceptional Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_ORB_MORGANA,Master's Alluring Crystal,1,,,,,,
3072,T6_OFF_ORB_MORGANA@4,https://render.albiononline.com/v1/item/T6_OFF_ORB_MORGANA@4,Master's Eye of Secrets ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_ORB_MORGANA,Master's Alluring Crystal,1,,,,,,
3073,T6_OFF_SHIELD,https://render.albiononline.com/v1/item/T6_OFF_SHIELD,Master's Shield ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR,Runite Steel Bar,4,,,,,,,,,
3074,T6_OFF_SHIELD@1,https://render.albiononline.com/v1/item/T6_OFF_SHIELD@1,Master's Shield ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL1,Uncommon Runite Steel Bar,4,,,,,,,,,
3075,T6_OFF_SHIELD@2,https://render.albiononline.com/v1/item/T6_OFF_SHIELD@2,Master's Shield ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL1,Uncommon Runite Steel Bar,4,,,,,,,,,
3076,T6_OFF_SHIELD@3,https://render.albiononline.com/v1/item/T6_OFF_SHIELD@3,Master's Shield ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL3,Exceptional Runite Steel Bar,4,,,,,,,,,
3077,T6_OFF_SHIELD@4,https://render.albiononline.com/v1/item/T6_OFF_SHIELD@4,Master's Shield ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL4,Pristine Runite Steel Bar,4,,,,,,,,,
3078,T6_OFF_SHIELD_AVALON,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_AVALON,Master's Astral Aegis ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR,Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_AVALON,Master's Crushed Avalonian Heirloom,1,,,,,,
3079,T6_OFF_SHIELD_AVALON@1,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_AVALON@1,Master's Astral Aegis ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL1,Uncommon Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_AVALON,Master's Crushed Avalonian Heirloom,1,,,,,,
3080,T6_OFF_SHIELD_AVALON@2,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_AVALON@2,Master's Astral Aegis ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL2,Rare Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_AVALON,Master's Crushed Avalonian Heirloom,1,,,,,,
3081,T6_OFF_SHIELD_AVALON@3,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_AVALON@3,Master's Astral Aegis ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL3,Exceptional Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_AVALON,Master's Crushed Avalonian Heirloom,1,,,,,,
3082,T6_OFF_SHIELD_AVALON@4,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_AVALON@4,Master's Astral Aegis ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL4,Pristine Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_AVALON,Master's Crushed Avalonian Heirloom,1,,,,,,
3083,T6_OFF_SHIELD_HELL,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_HELL,Master's Caitiff Shield ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR,Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_HELL,Master's Infernal Shield Core,1,,,,,,
3084,T6_OFF_SHIELD_HELL@1,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_HELL@1,Master's Caitiff Shield ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL1,Uncommon Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_HELL,Master's Infernal Shield Core,1,,,,,,
3085,T6_OFF_SHIELD_HELL@2,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_HELL@2,Master's Caitiff Shield ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL2,Rare Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_HELL,Master's Infernal Shield Core,1,,,,,,
3086,T6_OFF_SHIELD_HELL@3,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_HELL@3,Master's Caitiff Shield ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL3,Exceptional Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_HELL,Master's Infernal Shield Core,1,,,,,,
3087,T6_OFF_SHIELD_HELL@4,https://render.albiononline.com/v1/item/T6_OFF_SHIELD_HELL@4,Master's Caitiff Shield ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL4,Pristine Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SHIELD_HELL,Master's Infernal Shield Core,1,,,,,,
3088,T6_OFF_SPIKEDSHIELD_MORGANA,https://render.albiononline.com/v1/item/T6_OFF_SPIKEDSHIELD_MORGANA,Master's Facebreaker ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR,Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Master's Bloodforged Spikes,1,,,,,,
3089,T6_OFF_SPIKEDSHIELD_MORGANA@1,https://render.albiononline.com/v1/item/T6_OFF_SPIKEDSHIELD_MORGANA@1,Master's Facebreaker ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL1,Uncommon Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Master's Bloodforged Spikes,1,,,,,,
3090,T6_OFF_SPIKEDSHIELD_MORGANA@2,https://render.albiononline.com/v1/item/T6_OFF_SPIKEDSHIELD_MORGANA@2,Master's Facebreaker ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL2,Rare Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Master's Bloodforged Spikes,1,,,,,,
3091,T6_OFF_SPIKEDSHIELD_MORGANA@3,https://render.albiononline.com/v1/item/T6_OFF_SPIKEDSHIELD_MORGANA@3,Master's Facebreaker ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL3,Exceptional Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Master's Bloodforged Spikes,1,,,,,,
3092,T6_OFF_SPIKEDSHIELD_MORGANA@4,https://render.albiononline.com/v1/item/T6_OFF_SPIKEDSHIELD_MORGANA@4,Master's Facebreaker ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL4,Pristine Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_SPIKEDSHIELD_MORGANA,Master's Bloodforged Spikes,1,0,0,0,,,
3093,T6_OFF_TALISMAN_AVALON,https://render.albiononline.com/v1/item/T6_OFF_TALISMAN_AVALON,Master's Sacred Scepter ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TALISMAN_AVALON,Master's Shattered Avalonian Memento,1,,,,,,
3094,T6_OFF_TALISMAN_AVALON@1,https://render.albiononline.com/v1/item/T6_OFF_TALISMAN_AVALON@1,Master's Sacred Scepter ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TALISMAN_AVALON,Master's Shattered Avalonian Memento,1,,,,,,
3095,T6_OFF_TALISMAN_AVALON@2,https://render.albiononline.com/v1/item/T6_OFF_TALISMAN_AVALON@2,Master's Sacred Scepter ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TALISMAN_AVALON,Master's Shattered Avalonian Memento,1,,,,,,
3096,T6_OFF_TALISMAN_AVALON@3,https://render.albiononline.com/v1/item/T6_OFF_TALISMAN_AVALON@3,Master's Sacred Scepter ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TALISMAN_AVALON,Master's Shattered Avalonian Memento,1,,,,,,
3097,T6_OFF_TALISMAN_AVALON@4,https://render.albiononline.com/v1/item/T6_OFF_TALISMAN_AVALON@4,Master's Sacred Scepter ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TALISMAN_AVALON,Master's Shattered Avalonian Memento,1,,,,,,
3098,T6_OFF_TORCH,https://render.albiononline.com/v1/item/T6_OFF_TORCH,Master's Torch ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,4,,,,,,,,,
3099,T6_OFF_TORCH@1,https://render.albiononline.com/v1/item/T6_OFF_TORCH@1,Master's Torch ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,4,,,,,,,,,
3100,T6_OFF_TORCH@2,https://render.albiononline.com/v1/item/T6_OFF_TORCH@2,Master's Torch ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,4,,,,,,,,,
3101,T6_OFF_TORCH@3,https://render.albiononline.com/v1/item/T6_OFF_TORCH@3,Master's Torch ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,,,,,,,,,
3102,T6_OFF_TORCH@4,https://render.albiononline.com/v1/item/T6_OFF_TORCH@4,Master's Torch ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,4,,,,,,,,,
3103,T6_OFF_TOTEM_KEEPER,https://render.albiononline.com/v1/item/T6_OFF_TOTEM_KEEPER,Master's Taproot ,,1313,https://render.albiononline.com/v1/item/T6_CLOTH,Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER,Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOTEM_KEEPER,Master's Inscribed Stone,1,,,,,,
3104,T6_OFF_TOTEM_KEEPER@1,https://render.albiononline.com/v1/item/T6_OFF_TOTEM_KEEPER@1,Master's Taproot ,,2298,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL1,Uncommon Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL1,Uncommon Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOTEM_KEEPER,Master's Inscribed Stone,1,,,,,,
3105,T6_OFF_TOTEM_KEEPER@2,https://render.albiononline.com/v1/item/T6_OFF_TOTEM_KEEPER@2,Master's Taproot ,,4021,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL2,Rare Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL2,Rare Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOTEM_KEEPER,Master's Inscribed Stone,1,,,,,,
3106,T6_OFF_TOTEM_KEEPER@3,https://render.albiononline.com/v1/item/T6_OFF_TOTEM_KEEPER@3,Master's Taproot ,,7037,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL3,Exceptional Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL3,Exceptional Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOTEM_KEEPER,Master's Inscribed Stone,1,,,,,,
3107,T6_OFF_TOTEM_KEEPER@4,https://render.albiononline.com/v1/item/T6_OFF_TOTEM_KEEPER@4,Master's Taproot ,,12315,https://render.albiononline.com/v1/item/T6_CLOTH_LEVEL4,Pristine Lavish Cloth,4,https://render.albiononline.com/v1/item/T6_LEATHER_LEVEL4,Pristine Hardened Leather,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOTEM_KEEPER,Master's Inscribed Stone,1,,,,,,
3108,T6_OFF_TOWERSHIELD_UNDEAD,https://render.albiononline.com/v1/item/T6_OFF_TOWERSHIELD_UNDEAD,Master's Sarcophagus ,,1313,https://render.albiononline.com/v1/item/T6_PLANKS,Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR,Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Master's Ancient Shield Core,1,,,,,,
3109,T6_OFF_TOWERSHIELD_UNDEAD@1,https://render.albiononline.com/v1/item/T6_OFF_TOWERSHIELD_UNDEAD@1,Master's Sarcophagus ,,2298,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL1,Uncommon Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL1,Uncommon Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Master's Ancient Shield Core,1,,,,,,
3110,T6_OFF_TOWERSHIELD_UNDEAD@2,https://render.albiononline.com/v1/item/T6_OFF_TOWERSHIELD_UNDEAD@2,Master's Sarcophagus ,,4021,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL2,Rare Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL2,Rare Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Master's Ancient Shield Core,1,,,,,,
3111,T6_OFF_TOWERSHIELD_UNDEAD@3,https://render.albiononline.com/v1/item/T6_OFF_TOWERSHIELD_UNDEAD@3,Master's Sarcophagus ,,7037,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL3,Exceptional Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL3,Exceptional Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Master's Ancient Shield Core,1,,,,,,
3112,T6_OFF_TOWERSHIELD_UNDEAD@4,https://render.albiononline.com/v1/item/T6_OFF_TOWERSHIELD_UNDEAD@4,Master's Sarcophagus ,,12315,https://render.albiononline.com/v1/item/T6_PLANKS_LEVEL4,Pristine Bloodoak Planks,4,https://render.albiononline.com/v1/item/T6_METALBAR_LEVEL4,Pristine Runite Steel Bar,4,https://render.albiononline.com/v1/item/T6_ARTEFACT_OFF_TOWERSHIELD_UNDEAD,Master's Ancient Shield Core,1,,,,,,
3113,T6_ORE,https://render.albiononline.com/v1/item/T6_ORE,Runite Ore ,1760,Silver,https://render.albiononline.com/v1/item/T5_ORE,Titanium Ore,1,,,,,,,,,,,,
